"","diet_analysis_id","world_country_description","wolf_population_code","wolf_subspecies_code","study_area","pack","latitude","longitude","source_code","analytical_method_code","identification_method_code","temporal_scale_code","derived_diet","sample_size","surface_area","sampling_period","time_series","spatial_effort","temporal_effort","total_effort","responsible","moose_alces.alces","blackbuck_antilope.cervicapra","american.bison_bison.bison","european.bison_bison.bonasus","yak_bos.grunniens","cattle_bos.taurus","nilgai_boselaphus.tragocamelus","buffalo_bubalus.bubalis","camel_camelus.ferus","dog_canis.familiaris","wolf_canis.lupus","wild.goat_capra.aegagrus","goat_capra.aegagrus.hircus","markhor_capra.falconeri","alpine.ibex_capra.ibex","siberian.ibex_capra.sibirica","roe.deer_capreolus.capreolus","carnivorae_carnivorae","elk_cervus.elaphus.canadensis","red.deer_cervus.elaphus.elaphus","sika.deer_cervus.nippon","fallow.deer_dama.dama","donkey_equus.africanus.asinus","horse_equus.ferus.caballus","przewalski.horse_equus.ferus.przewalskii","onager_equus.hemionus","cat_felis.catus","chinkara_gazella.bennettii","goitered.gazelle_gazella.subgutturosa","crested.porcupine_hystrix.cristata","badger_meles.meles","musk.deer_moschus.sp","raccoon.dog_nyctereutes.procyonoides","mule.deer_odocoileus.hemionus","black.tailed.deer_odocoileus.hemionus.columbianus","white.tailed.deer_odocoileus.virginianus","mountain.goat_oreamnos.americanus","muskox_ovibos.moschatus","argali_ovis.ammon","sheep_ovis.aries","bighorn_ovis.canadensis","dall.sheep_ovis.dalli","snow.sheep_ovis.nivicola","mouflon_ovis.orientalis","urial_ovis.orientalis.vignei","mongolian.gazelle_procapra.gutturosa","przewalski.gazelle_procapra.przewalskii","blue.sheep_pseudois.nayaur","wild.reindeer_rangifer.tarandus","chamois_rupicapra.rupicapra","saiga_saiga.tatarica","wild.boar_sus.scrofa","pig_sus.scrofa.domesticus","brown.bear_ursus.arctos","red.fox_vulpes.vulpes","wild.artiodactyla_wild.artiodactyla","wild.bovidae_wild.bovidae","bird_aves","castor.sp_castor.sp","cervidae_cervidae","domestic.ungulata_domestic.ungulata","fish_fish","garbage_garbage","lagomorpha_lagomorpha","marmota.sp_marmota.sp","mesomammals_mesomammals","micromammals_micromammals","microrodents_microrodents","other_other","other.domestic.ungulata_other.domestic.ungulata","semiaquatic.rodentia_semiaquatic.rodentia","undefined.item_undefined.item","vegetable.fruit_vegetable.fruit"
"266",272,"Italy","alpine","Canis lupus lupus","Val di Susa (Torino)",NA,45.0492,6.8323,"excrement","%Vm","visual","cold season",NA,208,523,"2001-2002",1,0.397705544933078,208,NA,"Andrea Gazzola",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0.5,NA,0,NA,18.7,NA,NA,71.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,NA,NA,NA,0,NA,NA,NA,NA,NA,4,NA,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0,NA,NA,0,NA,NA,NA,NA,NA
"267",273,"Italy","alpine","Canis lupus lupus","Val di Susa (Torino)",NA,45.0492,6.8323,"excrement","%Vm","visual","warm season",NA,68,523,"2002",1,0.130019120458891,68,NA,"Andrea Gazzola",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,0,NA,27.41,NA,NA,36.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.4,NA,NA,NA,0,NA,NA,NA,NA,NA,9.66,NA,0.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6,0,NA,NA,0,NA,NA,NA,NA,NA
"268",274,"Italy","alpine","Canis lupus lupus","Val di Susa (Torino)",NA,45.0492,6.8323,"excrement","%Vm","visual","cold season",NA,71,523,"2002-2003",1,0.135755258126195,71,NA,"Andrea Gazzola",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,0,NA,51.1,NA,NA,41.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,6.4,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,0,NA,NA,0.1,NA,NA,NA,NA,NA
"269",275,"Italy","alpine","Canis lupus lupus","Val Germanasca (Torino)",NA,44.9503,7.0222,"excrement","%FO (item)","visual","year",NA,118,NA,"Dec2001-Feb2003",1,NA,118,NA,"Andrea Gazzola",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.98,NA,NA,25.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.03,NA,0,NA,NA,NA,NA,NA,NA,NA,0.85,9.32,NA,NA,1.69,NA,NA,NA,0,0.02,NA,NA,NA,1.69
"270",276,"Italy","alpine","Canis lupus lupus","Valle d'Aosta",NA,45.853,7.2589,"excrement","%Vm","visual","warm season",NA,42,592,"May2007-Oct2007",1,0.0709459459459459,42,NA,"Andrea Gazzola",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8.07,NA,18.61,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.13,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
"271",277,"Italy","alpine","Canis lupus lupus","Valle d'Aosta",NA,45.853,7.2589,"excrement","%Vm","visual","cold season",NA,111,592,"Nov2007-Apr2008",1,0.1875,111,NA,"Andrea Gazzola",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,18.65,NA,23.05,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.99,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
"272",278,"Italy","alpine","Canis lupus lupus","Valle d'Aosta",NA,45.853,7.2589,"excrement","%Vm","visual","warm season",NA,125,592,"May2008-Oct2008",1,0.211148648648649,125,NA,"Andrea Gazzola",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8.86,NA,18.69,NA,NA,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.53,NA,0.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
"273",279,"Italy","alpine","Canis lupus lupus","Valle d'Aosta",NA,45.853,7.2589,"excrement","%Vm","visual","cold season",NA,72,592,"Nov2008-Apr2009",1,0.121621621621622,72,NA,"Andrea Gazzola",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.26,NA,9.08,NA,42.47,NA,NA,5.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.35,NA,1.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.26,NA,NA,NA,NA,NA,NA
"274",280,"Italy","alpine","Canis lupus lupus","Valle Pesio (Cuneo)",NA,44.2836,7.6677,"excrement","%FO (item)","visual","cold season",NA,321,NA,"2001-2003",2,NA,160.5,NA,"Andrea Gazzola",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.8,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.8,NA,42.2,NA,NA,NA,0.6,NA,NA,NA,NA,8.7,NA,NA,NA,NA,NA,NA,NA,1.4,NA,NA,NA,NA
"275",281,"Italy","alpine","Canis lupus lupus","Valle Stura (Cuneo)",NA,44.3003,7.1233,"excrement","%FO (item)","visual","cold season",NA,240,NA,"2001-2003",2,NA,120,NA,"Andrea Gazzola",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.7,NA,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77,NA,0.4,NA,NA,NA,0.8,NA,NA,NA,NA,6.6,NA,NA,NA,NA,NA,NA,NA,5.1,NA,NA,NA,NA
"276",282,"Italy","alpine","Canis lupus lupus","Valle Pesio (Cuneo)",NA,44.2836,7.6677,"excrement","%FO (item)","visual","cold season",NA,144,NA,"2001-2002",1,NA,144,NA,"Andrea Gazzola",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.7,NA,NA,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.5,NA,29.8,NA,NA,NA,0,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,0.7,NA,NA,NA,NA
"277",283,"Italy","alpine","Canis lupus lupus","Valle Pesio (Cuneo)",NA,44.2836,7.6677,"excrement","%FO (item)","visual","cold season",NA,177,NA,"2001-2002",1,NA,177,NA,"Andrea Gazzola",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.2,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7,NA,50.9,NA,NA,NA,0.9,NA,NA,NA,NA,13.4,NA,NA,NA,NA,NA,NA,NA,1.9,NA,NA,NA,NA
"278",284,"Italy","alpine","Canis lupus lupus","Valle Stura (Cuneo)",NA,44.3003,7.1233,"excrement","%FO (item)","visual","cold season",NA,102,NA,"2002-2003",1,NA,102,NA,"Andrea Gazzola",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.3,NA,0.9,NA,NA,NA,1.9,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,1.9,NA,NA,NA,NA
"279",285,"Italy","alpine","Canis lupus lupus","Valle Stura (Cuneo)",NA,44.3003,7.1233,"excrement","%FO (item)","visual","cold season",NA,138,NA,"2002-2003",1,NA,138,NA,"Andrea Gazzola",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.7,NA,NA,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.6,NA,0,NA,NA,NA,0,NA,NA,NA,NA,0.7,NA,NA,NA,NA,NA,NA,NA,7.3,NA,NA,NA,NA
"280",286,"Switzerland","alpine","Canis lupus lupus","western Graubünden",NA,46.7027,9.168,"excrement","%FO (item)","visual","year",NA,81,416,"Jun1999-May2006",7,0.194711538461538,11.5714285714286,NA,"Andrea Gazzola",NA,NA,NA,NA,NA,2.5,NA,NA,NA,NA,NA,NA,12.3,NA,3.7,NA,21,NA,NA,32.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.3,NA,NA,NA,1.2,NA,NA,NA,NA,NA,4.9,NA,2.5,NA,NA,1.2,NA,NA,NA,NA,NA,NA,NA,NA,1.2,2.5,NA,NA,2.5,NA,NA,NA,NA,NA
"281",287,"Portugal","nw iberia","Canis lupus signatus","South of Porto",NA,40.9167,-8.0833,"excrement","%FO (scat)","visual","summer",NA,67,130,"Apr1996-Oct1996",1,0.515384615384615,67,NA,"Andrea Gazzola",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,NA,NA,97.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,60.9
"282",288,"Portugal","nw iberia","Canis lupus signatus","Peneda-Gereas National Park",NA,41.95,-8.25,"excrement","%FO (scat)","visual","summer",NA,89,240,"Apr1996-Oct1996",1,0.370833333333333,89,NA,"Andrea Gazzola",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2,NA,NA,58.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2,89.1
"283",289,"Portugal","nw iberia","Canis lupus signatus","South of Porto",NA,40.9167,-8.0833,"excrement","%Bio","visual","summer",NA,67,130,"Apr1996-Oct1996",1,0.515384615384615,67,NA,"Andrea Gazzola",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,NA,NA,95.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,1.7
"284",290,"Portugal","nw iberia","Canis lupus signatus","Peneda-Gereas National Park",NA,41.95,-8.25,"excrement","%Bio","visual","summer",NA,89,240,"Apr1996-Oct1996",1,0.370833333333333,89,NA,"Andrea Gazzola",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,NA,NA,54.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,9.4
"285",291,"Portugal","nw iberia","Canis lupus signatus","Parque Internacional Gerês-Xurés",NA,41.7303,-8.1596,"excrement","%FO (item)","visual","year",NA,546,2000,"1994-1996",2,0.273,273,NA,"Andrea Gazzola",NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,37,NA,NA,NA,1,2,NA,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,1.4,NA,NA,1.6,NA,0.3,NA,NA,NA,NA
"286",292,"Portugal","nw iberia","Canis lupus signatus","Parque Natural do Alvão",NA,41.3286,-7.7621,"excrement","%FO (item)","visual","year",NA,303,1072,"1994-1997",3,0.282649253731343,101,NA,"Andrea Gazzola",NA,NA,NA,NA,NA,2.4,NA,NA,NA,6.9,NA,NA,69.8,NA,NA,NA,0.3,NA,NA,NA,NA,NA,NA,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3,NA,NA,NA,1.2,NA,0.3,NA,NA,NA
"287",293,"Portugal","nw iberia","Canis lupus signatus","Concelho de Montalegre y Provincia de Vila Real/Trás-os-Montes, Larouco pack",NA,41.832,-7.7945,"excrement","%FO (item)","visual","year",NA,105,376,"May1998-Dec1998",1,0.279255319148936,105,NA,"Andrea Gazzola",NA,NA,NA,NA,NA,17.1,NA,NA,NA,NA,NA,NA,24,NA,NA,NA,4.7,3.1,NA,NA,NA,NA,NA,7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9,5.4,NA,NA,NA,NA,0.8,NA,NA,NA,NA,NA,10.1,NA,NA,0.8,NA,NA,NA,NA,NA,NA
"288",294,"Portugal","nw iberia","Canis lupus signatus","Concelho de Montalegre y Provincia de Vila Real/Trás-os-Montes, Larouco pack",NA,41.832,-7.7945,"excrement","%Vm","visual","year",NA,105,376,"May1998-Dec1998",1,0.279255319148936,105,NA,"Andrea Gazzola",NA,NA,NA,NA,NA,15.8,NA,NA,NA,NA,NA,NA,19.6,NA,NA,NA,3.6,2.1,NA,NA,NA,NA,NA,20.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6,12.2,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,5.6,NA,NA,0.4,NA,NA,NA,NA,NA,NA
"289",295,"Portugal","nw iberia","Canis lupus signatus","Freita-Arada Natura 2000","Arada pack",40.8667,-8.2833,"excrement","%FO (item)","visual","year",NA,126,NA,"Oct2011-Apr2014",3,NA,42,NA,"Andrea Gazzola",NA,NA,NA,NA,NA,21.43,NA,NA,NA,NA,NA,NA,69.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"290",296,"Portugal","nw iberia","Canis lupus signatus","Montemuro Natura 2000","Montemuro pack",41.069,-7.9228,"excrement","%FO (item)","visual","year",NA,54,NA,"Oct2011-Apr2014",3,NA,18,NA,"Andrea Gazzola",NA,NA,NA,NA,NA,16.67,NA,NA,NA,NA,NA,NA,51.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"291",297,"Portugal","nw iberia","Canis lupus signatus","Montemuro Natura 2000","Cinfães pack",41.0971,-8.0044,"excrement","%FO (item)","visual","year",NA,115,NA,"Oct2011-Apr2014",3,NA,38.3333333333333,NA,"Andrea Gazzola",NA,NA,NA,NA,NA,22.61,NA,NA,NA,NA,NA,NA,64.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"292",298,"Spain","nw iberia","Canis lupus signatus","Asturias, area A",NA,43.2582,-6.6951,"excrement","%Vm","visual","year",NA,649,100,"Mar1994-Mar1995",1,6.49,649,NA,"Andrea Gazzola",NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,9.5,NA,NA,NA,5.5,2,NA,NA,NA,NA,NA,61.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,6,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,9.2,NA,NA,NA,NA
"293",299,"Spain","nw iberia","Canis lupus signatus","Asturias, area B",NA,43.0096,-6.6951,"excrement","%Vm","visual","year",NA,372,100,"Mar1994-Mar1995",1,3.72,372,NA,"Andrea Gazzola",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,5.1,NA,NA,NA,42.4,2.8,NA,NA,NA,NA,NA,7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8,NA,31,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,8,NA,NA,NA,NA
"294",300,"Spain","nw iberia","Canis lupus signatus","Asturias, area C",NA,43.097,-6.2224,"excrement","%Vm","visual","year",NA,329,100,"Mar1994-Mar1995",1,3.29,329,NA,"Andrea Gazzola",NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,10.4,NA,NA,NA,0,1.22,NA,NA,NA,NA,NA,4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.8,NA,11.9,NA,NA,NA,NA,NA,NA,NA,41.3,NA,NA,NA,NA,NA,NA,2.1,NA,13.5,NA,NA,NA,NA
"295",301,"Spain","nw iberia","Canis lupus signatus","Asturias, area D",NA,43.122,-5.267,"excrement","%Vm","visual","year",NA,106,100,"Mar1994-Mar1995",1,1.06,106,NA,"Andrea Gazzola",NA,NA,NA,NA,NA,1.9,NA,NA,NA,NA,NA,NA,4.7,NA,NA,NA,0,0,NA,NA,NA,NA,NA,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.3,NA,2.8,NA,NA,NA,NA,NA,NA,NA,43.8,NA,NA,NA,NA,NA,NA,0,NA,14.1,NA,NA,NA,NA
"296",302,"Spain","nw iberia","Canis lupus signatus","Macizo Central Ourensano, Galicia",NA,42.1982,-7.3092,"excrement","%FO (item)","visual","year",NA,508,120,"May1998-Oct2002",4,4.23333333333333,127,NA,"Andrea Gazzola",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,NA,NA,2.9,NA,NA,NA,62.8,NA,NA,12.6,NA,1,NA,NA,NA,NA,0.2,NA,NA,NA,0.6,NA,NA,NA,NA,NA,NA,NA,NA,7.7,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"297",303,"Spain","nw iberia","Canis lupus signatus","Macizo Central Ourensano, Galicia",NA,42.1982,-7.3092,"excrement","%Vm","visual","year",NA,508,120,"May1998-Oct2002",4,4.23333333333333,127,NA,"Andrea Gazzola",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,3,NA,NA,NA,42.9,NA,NA,31.6,NA,1,NA,NA,NA,NA,0.1,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,8.3,NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA,11.5,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"298",304,"Spain","nw iberia","Canis lupus signatus","Province of Leon",NA,42.45,-5.29,"excrement","%FO (item)","visual","year",TRUE,439,200,"Jun1984-May1986",2,2.195,219.5,NA,"Andrea Gazzola",NA,NA,NA,NA,NA,2,NA,NA,NA,2.6,NA,NA,2.9,NA,NA,NA,8.5,0.1,NA,NA,NA,NA,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,3.4,NA,NA,NA,NA,1.9,NA,NA,NA,NA,17.2,2,NA,NA,NA,3.6,1.8,NA,NA,5.3,34.9
"299",305,"Spain","nw iberia","Canis lupus signatus","Province of Leon",NA,42.45,-5.29,"excrement","%FO (scat)","visual","year",NA,439,200,"Jun1984-May1986",2,2.195,219.5,NA,"Andrea Gazzola",NA,NA,NA,NA,NA,4.78,NA,NA,NA,6.38,NA,NA,7.06,NA,NA,NA,20.73,0.23,NA,NA,NA,NA,NA,3.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.58,8.2,NA,NA,NA,NA,4.3,NA,NA,NA,NA,41.46,5.24,NA,NA,1.37,7.68,17.55,NA,NA,NA,84.76
"300",306,"Spain","nw iberia","Canis lupus signatus","Antiguo Parque Nacional de la Montaña de Covadonga",NA,43.2682,-5.0363,"excrement","%FO (item)","visual","spring",NA,92,179,"Mar1996-Mar1997",1,0.513966480446927,92,NA,"Andrea Gazzola",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,16.25,NA,NA,NA,27.5,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.25,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
"301",307,"Spain","nw iberia","Canis lupus signatus","Antiguo Parque Nacional de la Montaña de Covadonga",NA,43.2682,-5.0363,"excrement","%Vm","visual","spring",NA,92,179,"Mar1996-Mar1997",1,0.513966480446927,92,NA,"Andrea Gazzola",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,16.94,NA,NA,NA,24.63,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.48,NA,20.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
"302",308,"Spain","nw iberia","Canis lupus signatus","Antiguo Parque Nacional de la Montaña de Covadonga",NA,43.2682,-5.0363,"excrement","%FO (item)","visual","summer",NA,45,179,"Mar1996-Mar1997",1,0.251396648044693,45,NA,"Andrea Gazzola",NA,NA,NA,NA,NA,4.76,NA,NA,NA,NA,NA,NA,16.67,NA,NA,NA,21.43,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.43,NA,14.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
"303",309,"Spain","nw iberia","Canis lupus signatus","Antiguo Parque Nacional de la Montaña de Covadonga",NA,43.2682,-5.0363,"excrement","%Vm","visual","summer",NA,45,179,"Mar1996-Mar1997",1,0.251396648044693,45,NA,"Andrea Gazzola",NA,NA,NA,NA,NA,10.69,NA,NA,NA,NA,NA,NA,15.83,NA,NA,NA,17.66,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.79,NA,18.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
